,TFIDF,username
begini,0.013109188894685375,kaesangp
baru,0.013109188894685375,kaesangp
salam,0.013109188894685375,kaesangp
pegangan,0.013109188894685375,kaesangp
pembicara,0.013109188894685375,kaesangp
pemikiran,0.013109188894685375,kaesangp
penting,0.013109188894685375,kaesangp
penutupan,0.013109188894685375,kaesangp
percakapan,0.013109188894685375,kaesangp
berdoa,0.013109188894685375,kaesangp
perlu,0.013109188894685375,kaesangp
persiapkan,0.013109188894685375,kaesangp
berapa,0.013109188894685375,kaesangp
beli,0.013109188894685375,kaesangp
pisangwkwkwkwkwkwkw,0.013109188894685375,kaesangp
bekal,0.013109188894685375,kaesangp
profit,0.013109188894685375,kaesangp
begitu,0.013109188894685375,kaesangp
punya,0.013109188894685375,kaesangp
push,0.013109188894685375,kaesangp
rank,0.013109188894685375,kaesangp
rapat,0.013109188894685375,kaesangp
rb,0.013109188894685375,kaesangp
rekening,0.013109188894685375,kaesangp
rekeningmu,0.013109188894685375,kaesangp
retail,0.013109188894685375,kaesangp
retweetkasih,0.013109188894685375,kaesangp
rupiah,0.013109188894685375,kaesangp
average,0.013109188894685375,kaesangp
beberapa,0.013109188894685375,kaesangp
setiap,0.013109188894685375,kaesangp
asem,0.013109188894685375,kaesangp
sholat,0.013109188894685375,kaesangp
siap,0.013109188894685375,kaesangp
analisa,0.013109188894685375,kaesangp
undang,0.013109188894685375,kaesangp
alhamdulillah,0.013109188894685375,kaesangp
up,0.013109188894685375,kaesangp
usah,0.013109188894685375,kaesangp
volumenya,0.013109188894685375,kaesangp
wa,0.013109188894685375,kaesangp
wae,0.013109188894685375,kaesangp
waktu,0.013109188894685375,kaesangp
webinar,0.013109188894685375,kaesangp
wehpengen,0.013109188894685375,kaesangp
wkwkwkwkkwkwkwkw,0.013109188894685375,kaesangp
wkwkwkwkwkw,0.013109188894685375,kaesangp
woi,0.013109188894685375,kaesangp
wong,0.013109188894685375,kaesangp
xbbjangan,0.013109188894685375,kaesangp
akankah,0.013109188894685375,kaesangp
xbdmaaf,0.013109188894685375,kaesangp
xbjangan,0.013109188894685375,kaesangp
akan,0.013109188894685375,kaesangp
ajagak,0.013109188894685375,kaesangp
aja,0.013109188894685375,kaesangp
yasaya,0.013109188894685375,kaesangp
yowes,0.013109188894685375,kaesangp
yp,0.013109188894685375,kaesangp
yucuber,0.013109188894685375,kaesangp
yudhamolody,0.013109188894685375,kaesangp
analisinya,0.013109188894685375,kaesangp
tuduhan,0.013109188894685375,kaesangp
trader,0.013109188894685375,kaesangp
tanya,0.013109188894685375,kaesangp
atau,0.013109188894685375,kaesangp
panjangnya,0.013109188894685375,kaesangp
sihhehehehehemaaf,0.013109188894685375,kaesangp
skrinsut,0.013109188894685375,kaesangp
soalnya,0.013109188894685375,kaesangp
sp,0.013109188894685375,kaesangp
apes,0.013109188894685375,kaesangp
tadi,0.013109188894685375,kaesangp
apalagi,0.013109188894685375,kaesangp
take,0.013109188894685375,kaesangp
tambah,0.013109188894685375,kaesangp
tantangan,0.013109188894685375,kaesangp
tau,0.013109188894685375,kaesangp
tonton,0.013109188894685375,kaesangp
telor,0.013109188894685375,kaesangp
antara,0.013109188894685375,kaesangp
terakhir,0.013109188894685375,kaesangp
terbendunghantampagi,0.013109188894685375,kaesangp
terlalu,0.013109188894685375,kaesangp
ternyata,0.013109188894685375,kaesangp
terus,0.013109188894685375,kaesangp
anda,0.013109188894685375,kaesangp
tidurapaan,0.013109188894685375,kaesangp
analisis,0.013109188894685375,kaesangp
tokopedia,0.013109188894685375,kaesangp
tolong,0.013109188894685375,kaesangp
pautinijin,0.013109188894685375,kaesangp
orang,0.013109188894685375,kaesangp
paling,0.013109188894685375,kaesangp
besar,0.013109188894685375,kaesangp
jemput,0.013109188894685375,kaesangp
jual,0.013109188894685375,kaesangp
jumat,0.013109188894685375,kaesangp
dehya,0.013109188894685375,kaesangp
kakak,0.013109188894685375,kaesangp
kakakmantap,0.013109188894685375,kaesangp
kalah,0.013109188894685375,kaesangp
dehayo,0.013109188894685375,kaesangp
deh,0.013109188894685375,kaesangp
kapten,0.013109188894685375,kaesangp
karena,0.013109188894685375,kaesangp
kasih,0.013109188894685375,kaesangp
kaya,0.013109188894685375,kaesangp
ke,0.013109188894685375,kaesangp
kekuatan,0.013109188894685375,kaesangp
kekuatannya,0.013109188894685375,kaesangp
kemaren,0.013109188894685375,kaesangp
keras,0.013109188894685375,kaesangp
kerja,0.013109188894685375,kaesangp
kesempatan,0.013109188894685375,kaesangp
khawatir,0.013109188894685375,kaesangp
dari,0.013109188894685375,kaesangp
kok,0.013109188894685375,kaesangp
komen,0.013109188894685375,kaesangp
komennya,0.013109188894685375,kaesangp
komoditas,0.013109188894685375,kaesangp
korupsi,0.013109188894685375,kaesangp
jebol,0.013109188894685375,kaesangp
jangka,0.013109188894685375,kaesangp
jam,0.013109188894685375,kaesangp
disangkut,0.013109188894685375,kaesangp
garpu,0.013109188894685375,kaesangp
gila,0.013109188894685375,kaesangp
dulu,0.013109188894685375,kaesangp
glowing,0.013109188894685375,kaesangp
gokil,0.013109188894685375,kaesangp
habis,0.013109188894685375,kaesangp
harga,0.013109188894685375,kaesangp
doang,0.013109188894685375,kaesangp
hepisaya,0.013109188894685375,kaesangp
hindari,0.013109188894685375,kaesangp
ditinggal,0.013109188894685375,kaesangp
hmmthr,0.013109188894685375,kaesangp
dipanggang,0.013109188894685375,kaesangp
dibaca,0.013109188894685375,kaesangp
ding,0.013109188894685375,kaesangp
dikirim,0.013109188894685375,kaesangp
iniuntuk,0.013109188894685375,kaesangp
inspirasi,0.013109188894685375,kaesangp
instant,0.013109188894685375,kaesangp
investasi,0.013109188894685375,kaesangp
dikasih,0.013109188894685375,kaesangp
dicari,0.013109188894685375,kaesangp
diburu,0.013109188894685375,kaesangp
isu,0.013109188894685375,kaesangp
dibikin,0.013109188894685375,kaesangp
jabatan,0.013109188894685375,kaesangp
kurangini,0.013109188894685375,kaesangp
cuy,0.013109188894685375,kaesangp
lain,0.013109188894685375,kaesangp
boleh,0.013109188894685375,kaesangp
mikir,0.013109188894685375,kaesangp
minyak,0.013109188894685375,kaesangp
monggo,0.013109188894685375,kaesangp
buru,0.013109188894685375,kaesangp
mulai,0.013109188894685375,kaesangp
nambah,0.013109188894685375,kaesangp
nanti,0.013109188894685375,kaesangp
napakah,0.013109188894685375,kaesangp
bongkar,0.013109188894685375,kaesangp
nayolah,0.013109188894685375,kaesangp
ngapain,0.013109188894685375,kaesangp
ngebid,0.013109188894685375,kaesangp
ngerti,0.013109188894685375,kaesangp
butuh,0.013109188894685375,kaesangp
nhmmm,0.013109188894685375,kaesangp
nih,0.013109188894685375,kaesangp
nikmatin,0.013109188894685375,kaesangp
nsang,0.013109188894685375,kaesangp
